Author Last Name,Author First Name,Other Authors,Newspaper/Publisher,Publication Year,Article Title,"Publication Location (City, County, State) Where was the article published? ","Contextual Location (City, County, State) Where is the article talking about? If mutliple locations are referenced, list them all. If national, write national","News Source (e.g. Google, Ethnic News Watch, etc)",Date of Publication,"Page # (if applicable, if not, write N/A)",Type,Link (paste to Google drive upload),MMIWG mentioned (1=y 0=n),"MMIWG defined (1,0)","specific case (1,0)","MMIWG mvmnt (1,0)","coverage of legal protection (1,0)","News article (1,0)","video/audio (1,0)","material culture (1,0)","international (1,0)","national (1,0)","regional (1,0)","local (1,0)","Native (1,0)",# of sources,# of govt officials,# of ordinary people,# of experts,# of id male,# of id female,# of gender unID,"(Native voice) token/soundbite (1,0)","centers importance of MMIWG (1,0)","discussion of law impact (1,0)",word count,"article series (1,0)"
Josie,Bailey,,Federal Way Mirror,2024,Working toward justice for the missing and murdered in Washington ,"Federal Way, King County, WA",Washington State,Access World News,28-Nov-24,N/A,Newspaper,https://drive.google.com/file/d/1YXq9EjldIhHfb5P0rTsyKPC5ZHD6a7nd/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
N/A,N/A,,Federal Way Mirror,2022,"The land cries out': Family members of missing, murdered Indigenous people share stories ","Federal Way, King County, WA",Washington State,Access World News,28-Nov-24,N/A,Newspaper,https://drive.google.com/file/d/1C3nQam7myMb35iiHK5j0LuYfaORvkG6h/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
N/A,N/A,,Federal Way Mirror,2022,Forum spotlights Washington's missing and murdered Indigenous people ,"Federal Way, King County, WA",Washington State,Access World News,16-Nov-22,N/A,Newspaper,https://drive.google.com/file/d/1E6B2a1eUCDlwIFufiC_v4spi5dQYiEH0/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Saunders,Hannah,,Federal Way Mirror,2022,No more stolen sisters: How WA is responding to missing and murdered Indigenous people ,"Federal Way, King County, WA","Washington State, National",Access World News,7-May-22,N/A,Newspaper,https://drive.google.com/file/d/1b45t6y-VMtqohnm2YXfmvI_oCJVU42O7/view?usp=share_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Breda,Isabella,,Federal Way Mirror,2022,New alert system aims to bring home missing Indigenous people,"Federal Way, King County, WA","Marysville, Snohomish County, WA, Tulalip, Snohomish County, WA, Washington State ",Access World News,12-Apr-22,N/A,Newspaper,https://drive.google.com/file/d/1Om6RgbySnMvTS3tj4hgKLh1S7ln-gaTW/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Hellmann,Melissa,,Federal Way Mirror,2019,Legislation targets missing and murdered indigenous women epidemic ,"Federal Way, King County, WA","Washington State, National",Access World News,8-Feb-19,N/A,Newspaper,https://drive.google.com/file/d/1hlP-7pzczor9ICi6wPQ7y62SwCZlFpxt/view?usp=share_link,1,1,1,1,1,,,,,,1,0,0,,,,,,,,,,,,
Hellmann,Melissa,,Federal Way Mirror,2019,Washington indigenous communities push for action to address violence against women ,"Federal Way, King County, WA","Port Angeles, Clallam County, WA",Access World News,14-Jan-19,N/A,Newspaper,https://drive.google.com/file/d/1xtCopIPdPRfj88yZcxSvpWfJ_Oz5ve4q/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Torgersen,Rune,,Columbia Basin Herald ,2023,"CWU students pursure success in apparel, textiles and merchandising ","Moses Lake, Grant County, WA","Ellensburg, Kittitas County, WA",Access World News,13-Jul-23,N/A,Newspaper,https://drive.google.com/file/d/1yxLqNaze9TizcnerXvksdnwri1Dt1sAs/view?usp=share_link,1,1,0,1,0,,,,,,0,0,0,,,,,,,,,,,,
Diaz,Renee,,Columbia Basin Herald ,2023,Task force on missing indigenous women proposed to continue ,"Moses Lake, Grant County, WA","Olympia, Thurston County, WA, ",Access World News,13-Mar-23,N/A,Newspaper,https://drive.google.com/file/d/1ali6w-UEWs5JuifpoGy7ZPmdFV4yRW9Y/view?usp=share_link,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Staff Report ,,,Columbia Basin Herald ,2020,Two Newhouse-championed bills to protect indigenous women land on Trump's desk,"Moses Lake, Grant County, WA","Washington, D.C.",Access World News,22-Sep-20,N/A,Newspaper,https://drive.google.com/file/d/1GDrcs4e_dNp55uUVQzRkOGE8bFqKkgTP/view?usp=share_link,1,0,1,1,1,,,,,,1,0,0,,,,,,,,,,,,
N/A,N/A,,Columbia Basin Herald ,2019,"Basin Briefs for Dec. 16, 2019","Moses Lake, Grant County, WA","Toppenish, Yakima County, WA",Access World News,15-Dec-19,N/A,Newspaper,https://drive.google.com/file/d/1-sv66qWVaUQz46gryApaD0MKK9KhKEqv/view?usp=share_link,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
N/A,N/A,,Columbia Basin Herald ,2019,"Basin briefs for Oct. 21, 2019","Moses Lake, Grant County, WA","Spokane, Spokane County, WA",Access World News,20-Oct-19,N/A,Newspaper,https://drive.google.com/file/d/1UKTztR_MwOKmXn-Lj5Q2o91NXEraa4Yk/view?usp=share_link,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
N/A,N/A,,Columbia Basin Herald ,2019,"Basin briefs for Sept 23, 2019","Moses Lake, Grant County, WA","Washington, D.C. ",Access World News,22-Sep-19,N/A,Newspaper,https://drive.google.com/file/d/1Gy3fDu3tao0aCbX_RPuSbE-kRVjvRejS/view?usp=share_link,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
N/A,N/A,,The Washington State Daily Evergreen ,2021,Media contributes to injustices against Indigenous peoples ,"Pullman, Whitman County, WA","Washington State, National",Access World News,2-Dec-21,N/A,Newspaper,https://drive.google.com/file/d/136hozarX8so8RwtDCb3ZQ6PhVSmfm2Kh/view?usp=share_link,1,1,1,1,1,,,,,,0,1,0,,,,,,,,,,,,
Zavala,Daisy,,The Washington State Daily Evergreen ,2019,"Event will honor missing, murdered indigenous women ","Pullman, Whitman County, WA","Pullman, Whitman County, WA",Access World News,11-Apr-19,N/A,Newspaper,https://drive.google.com/file/d/1hnbTvA6-T0gqMm9oEqpsRaTZ1L2n5AEJ/view?usp=share_link,1,1,0,0,0,,,,,,0,0,0,,,,,,,,,,,,
Zavala,Daisy,,The Washington State Daily Evergreen ,2019,"Bill addresses murdered, missing Native women ","Pullman, Whitman County, WA","Washington State, National",Access World News,25-Feb-19,N/A,Newspaper,https://drive.google.com/file/d/1_T-YwFATu4pUbQZFraEHDFZY82FQlM6Z/view?usp=share_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
N/A,N/A,,The Washington State Daily Evergreen ,2018,NAWA focuses on native women ??? struggles,"Pullman, Whitman County, WA","Pullman, Whitman County, WA",Access World News,19-Mar-18,N/A,Newspaper,https://drive.google.com/file/d/1q7jYlt9G2Ri8ZPe4ij2vLr7rA9IY4Xu6/view?usp=share_link,1,1,0,1,0,,,,,,0,0,0,,,,,,,,,,,,
Yakima Herald-Republic editorials,,,The Daily News,2025,Task force is showing results ,"Longview, Cowlitz County, WA",Washington State,Access World News,12-Jul-25,A7,Newspaper-Image Edition,https://drive.google.com/file/d/1Pe7h7uWPwKbzk4cx4DVTW73eaCz4b_Gj/view?usp=share_link,1,1,1,1,1,,,,,,1,0,0,,,,,,,,,,,,
Hytrek,Nick,,The Daily News,2025,Longview man arrested in 1983 Iowa cold case,"Longview, Cowlitz County, WA","Sioux City, Woodbury County, Iowa",Access World News ,16-Jan-25,"A1, A4",Newspaper-Image Edition,https://drive.google.com/file/d/1S1lVES4_8nRqOJIT7G3ChBa46NM2vqXi/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
N/A,N/A,,The Wenatchee World ,2025,EDITORIAL: State's MMIWP task force is producing welcome results,"Wenatchee, Chelan County, WA",Washington State ,Access World news,11-Jul-25,N/A,Newspaper,https://drive.google.com/file/d/1c1cj8ql76eN_I0LOyDaTzSb1d8urQylS/view?usp=share_link,1,1,1,1,1,,,,,,1,0,1,,,,,,,,,,,,
Turner,Kelsey,,The Wenatchee World ,2024,Washington AG's office joins forced with local police to intensify search for missing Indigenous teen ,"Wenatchee, Chelan County, WA","Omak, Okanogan County, WA",Access World News,6-Jun-24,N/A,Newspaper,https://drive.google.com/file/d/1kqoHaQrprtOSulWEkllZLv1Jqrtmtptn/view?usp=share_link,1,0,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Garcia,Gabriella,,The Wenatchee World ,2024,Wenatchee teen raises money for Missing and Murdered Indigenous Women,"Wenatchee, Chelan County, WA","Wenatchee, Chelan County, WA",Access World News,29-Feb-24,N/A,Newspaper,https://drive.google.com/file/d/1VPhqAd2ynvkK09ooqSkDzPKQIyr6iJa2/view?usp=share_link,1,1,0,0,1,,,,,,1,0,0,,,,,,,,,,,,
Garcia,Gabriella,World Staff,The Wenatchee World ,2024,"Staff Picks - Wenatchee World's Best stories of 2023: ""Wenatchee teen raises money for Missing and Murdered Indigneous Women ","Wenatchee, Chelan County, WA","Wenatchee, Chelan County, WA",Access World News,1-Jan-24,N/A,Newspaper,https://drive.google.com/file/d/1vU6u0BHiVIPMEPQXfwajXubsXzN_HUul/view?usp=share_link,1,1,0,0,0,,,,,,1,1,1,,,,,,,,,,,,
Garcia,Gabriella,,The Wenatchee World ,2023,Wenatchee teen raises money for Missing and Murdered Indigenous Women ,"Wenatchee, Chelan County, WA","Wenatchee, Chelan County, WA",Access World News,26-Jun-23,N/A,Newspaper,https://drive.google.com/file/d/1_HV4y-QY10SfagLceJzXBGwGB2U3xiVn/view?usp=share_link,1,1,0,0,1,,,,,,1,0,0,,,,,,,,,,,,
Dodd,Amber D. ,,The Wenatchee World ,2021,State AG announces Missing and Murdered Indigenous Women and People Task Force ,"Wenatchee, Chelan County, WA","Olympia, Thurston County, WA, Washington State ",Access World News,12-Aug-21,N/A,Newspaper,https://drive.google.com/file/d/1KnzYXpd0Yh1nJYBDYyUcSozCFvml_wAA/view?usp=share_link,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
N/A,N/A,,The Wenatchee World ,2021,"State task force will assess causes behind missing, murdered Indigenous women ","Wenatchee, Chelan County, WA","Yakima, Yakima County, WA, Washington State ",Access World News,5-May-21,N/A,Newspaper,https://drive.google.com/file/d/1_po8XS5kFWMk2MiCJDI8UgePsdNw4DOn/view?usp=share_link,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Ayer,Tammy ,,The Wenatchee World ,2021,Newhouse renews plea for cold case task office in Yakima focused on missing and murdered Indigenous women ,"Wenatchee, Chelan County, WA","Yakima, Yakima County, WA",Access World News,29-Mar-21,N/A,Newspaper,https://drive.google.com/file/d/1vdS8WnVODwFA4Rv_fKa8BPah8_TUccEy/view?usp=share_link,1,1,0,1,1,,,,,,0,0,0,,,,,,,,,,,,
Ayer ,Tammy ,,The Wenatchee World ,2020,"Newhouse requests Yakima office for missing, murdered, Indigenous people","Wenatchee, Chelan County, WA","Yakima, Yakima County, WA",Access World News,8-Dec-20,N/A,Newspaper,https://drive.google.com/file/d/1MTjnvzg4jh8Vb5ayWTxzqAsCrqJAu6Pa/view?usp=share_link,1,1,0,1,1,,,,,,0,0,0,,,,,,,,,,,,
Ayer,Tammy ,,The Wenatchee World ,2020,"Better data, more leads: State patrol effort on missing Native people starts to yield results ","Wenatchee, Chelan County, WA","Yakima, Yakima County, WA",Access World News,6-Dec-20,N/A,Newspaper,https://drive.google.com/file/d/1nIW3QggkE1XL6cmYDx44S9FdF7dBroIp/view?usp=share_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Donovan-Smith,Orion,,The Wenatchee World ,2020,Washington tribes react to Congressional passage of bills addressing missing and murdered Native women,"Wenatchee, Chelan County, WA","Washington, D.C",Acces World News,21-Sep-21,N/A,Newspaper,https://drive.google.com/file/d/1PhCpadC9eiIRh6DlKgTT0YM77KNe4Wpl/view?usp=share_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Ayer,Tammy ,,The Wenatchee World ,2020,New app aims to reduce number of missing and murdered Native women ,"Wenatchee, Chelan County, WA","Yakima, Yakima County, WA",Access World News,14-Jan-20,N/A,Newspaper,https://drive.google.com/file/d/1DRjYt0iXW4yjNKNHOUo3_ytAluqZ4Tjj/view?usp=share_link,1,0,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Ayer,Tammy ,,The Wenatchee World ,2019,Tribal leaders gather for summit with Indian Affairs secretary on missing and murdered indigenous women,"Wenatchee, Chelan County, WA","Toppenish, Yakima County, WA, National",Access World News,17-Dec-19,N/A,Newspaper,https://drive.google.com/file/d/1EUjtun9hKYMSSIam5pLeu9roP_Rj8Y6I/view?usp=share_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Ayer,Tammy ,,The Wenatchee World ,2019,Senate committee passes Savanna's Act ,"Wenatchee, Chelan County, WA","Washington, D.C., National ",Access World News,21-Nov-19,N/A,Newspaper,https://drive.google.com/file/d/1dstO8chQlt759Ph0UtiYvK_5y9Ao-ccH/view?usp=share_link,1,0,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Ayer,Tammy ,,The Wenatchee World ,2019,Loved ones of missing and muirdered men and boys also wait for answers,"Wenatchee, Chelan County, WA","Yakama Reservation, WA, Washington State",Access World News,19-Aug-19,N/A,Newspaper,https://drive.google.com/file/d/1jy5Tha7KGKAAkk6KbNJv_L1AP4FEmyYz/view?usp=share_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Ayer,Tammy ,,The Wenatchee World ,2019,Missing woman found dead; September trial set for accused killer,"Wenatchee, Chelan County, WA","Yakima, Yakima County, WA, Toppenish, Yakima County, WA",Access World News,15-Aug-19,N/A,Newspaper,https://drive.google.com/file/d/1v2MURtsCe7l2PVqC1lUfNwx7gUPgUxFe/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Ayer,Tammy ,,The Wenatchee World ,2019,"As coroner pursues other ways to indentify remains found on river island, families hope their missing loved one is coming home ","Wenatchee, Chelan County, WA","Yakima County, WA",Access World News,5-Aug-19,N/A,Newspaper,https://drive.google.com/file/d/1ic3ON58k3TziicyY03ZjiV5qqxakFlM9/view?usp=share_link,1,0,1,1,0,,,,,,1,1,0,,,,,,,,,,,,
Ayer,Tammy ,,The Wenatchee World ,2019,"Investigation continues into death of Rosenda Strong with more examinations, tests","Wenatchee, Chelan County, WA","Toppenish, Yakima County, WA, Yakama Reservation, WA, Oregon ",Access World News,1-Aug-19,N/A,Newspaper,https://drive.google.com/file/d/1fAXXXPheklnWC_d72t-aD34RB2sJEqTT/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Ayer,Tammy ,,The Wenatchee World ,2019,Newhouse addresses U.S. House about missing women ,"Wenatchee, Chelan County, WA","Yakima County, WA, National ",Access World News,19-Jul-19,N/A,Newspaper,https://drive.google.com/file/d/19h9M8fNLufjZkkYDQzKvCF-25gvrzLvm/view?usp=share_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Ayer,Tammy ,,The Wenatchee World ,2019,"Newhouse addresses U.S. House about Rosenda Strong, urges action on MMIW","Wenatchee, Chelan County, WA","Yakama Reservation, WA, National ",Access World News,19-Jul-19,N/A,Newspaper,https://drive.google.com/file/d/15yjpVOd3XpwXxtmsTcFIYQgYohu4QB3C/view?usp=share_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Mize,Jeffrey ,,The Wenatchee World ,2019,"Cowlitz canoe journey honors tribal ancestors, forges bonds","Wenatchee, Chelan County, WA","Vancouver, Clark County, WA, Camas, Clark County, WA, Bellingham, Whatcom County, WA, La Center, Cowlitz County, WA, National",Access World News,13-Jul-19,N/A,Newspaper,https://drive.google.com/file/d/1nKNhAvkSow7-DiQKzOvlMTEWq6G4ok01/view?usp=share_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Staff Writer,,,The Wenatchee World ,2019,Editorial: Giving voice to missing and murdered indigenous women ,"Wenatchee, Chelan County, WA",Washington State,Access World News,18-Jun-19,N/A,Newspaper,https://drive.google.com/file/d/18nK6Lvmu3B5sr0fSusEajmJc2jnLu_qf/view?usp=share_link,1,1,1,0,1,,,,,,0,1,0,,,,,,,,,,,,
Ayer,Tammy,,The Wenatchee World ,2019,WSP report on missing and murdered Native women says more coordination is needed,"Wenatchee, Chelan County, WA","Yakima County, WA, Washington",Access World News,4-Jun-19,N/A,Newspaper,https://drive.google.com/file/d/12qY7t6B5RDxLP1kJLHZZGUkGMQ0_YWSa/view?usp=share_link,1,1,1,1,1,,,,,,0,0,1,,,,,,,,,,,,
Ayer,Tammy,,Yakima Herald Republic,2025,Andrew Zack sentenced in 2018 death of Rosenda Strong on Yakama Reservation,"Yakima, Yakima County, WA","Yakama Reservation, Yakima County, WA",Access World News,4-Dec-25,N/A,Newspaper,https://drive.google.com/file/d/1qHYqrqHsAFZplBdaRVWzZJpNSCcscIgR/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Ayer ,Tammy ,,Yakima Herald Republic,2025,Man facing trial in connection with Rosenda Strong's death on Yakama Reservation pleads guilty ,"Yakima, Yakima County, WA","Yakama Reservation, Yakima County, WA",Access World News,6-Nov-25,N/A,Newspaper,https://drive.google.com/file/d/1E7biKSl0ioHjU0aT0NiczsTQ7NL3S9Bf/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Ayer,Tammy ,,Yakima Herald Republic,2025,Jordan Stevens sentenced to more than 13 years for 2018 assault near Toppenish ,"Yakima, Yakima County, WA","Toppenish, Yakima County, WA, Yakima, Yakima County, WA",Access World News,24-Oct-25,N/A,Newspaper,https://drive.google.com/file/d/1Sglcg7IBtqMAsTzhMCw7VvQOwNLOiWTK/view?usp=share_link,1,0,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Ayer,Tammy,,Yakima Herald Republic,2025,DNA used to identify missing Wapato woman of Yakama descent found murdered in the 1960s,"Yakima, Yakima County, WA","Chicago, Will County, IL, Wapato, Yakima County, WA",Access World News,1-Aug-25,N/A,Newspaper,https://drive.google.com/file/d/1WmbqB2g9J40WlboiU0LfwGwsAmYPeKso/view?usp=share_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Yakima Herald-Republic Editorial Board,,,Yakima Herald Republic,2025,Opinion: State's MMIWP tsk force is producing welcome results ,"Yakima, Yakima County, WA",Washington State ,Access World News,10-Jul-25,N/A,Newspaper,https://drive.google.com/file/d/1WDMZnYQ6ccrX08fyXtmD40hcLvSXaLMD/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Ayer,Tammy,,Yakima Herald Republic,2025,Trial reset for man indicted in connection with 2018 homicide of Rosenda Strong ,"Yakima, Yakima County, WA","Yakama Reservation, Yakima County, WA",Access World News,9-Jul-25,N/A,Newspaper,https://drive.google.com/file/d/1zNssua3329OvFLamieZPGgNDWr5k3e3w/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Ayer,Tammy,,Yakima Herald Republic,2025,"Progress on missing and murdered Indigenous people in WA, but more work needed, new reports say","Yakima, Yakima County, WA","Yakama Reservation, Yakima County, WA, Washington State ",Access World News,5-Jul-25,N/A,Newspaper,https://drive.google.com/file/d/1MFx1UACBXdmczii82Z2ON5eoCezH_VC2/view?usp=share_link,1,1,1,1,1,,,,,,1,1,0,,,,,,,,,,,,
Ayer,Tammy,,Yakima Herald Republic ,2025,"More help available when Indigenous people go missing in WA, but challenges persist","Yakima, Yakima County, WA","Omak, Okanogan County, WA, Washington State ",Access World News,5-May-25,N/A,Newspaper,https://drive.google.com/file/d/1DCXW4KxyL5zLP-LtFP3ZvDHmlZYGEDNM/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Carter ,Simone,,Yakima Herald Republic ,2025,WA Senate honors missing & murdered indigenous women: 'No more stolen sisters',"Yakima, Yakima County, WA","Olympia, Thurston County, WA",Access World News,15-Apr-25,N/A,Newspaper,https://drive.google.com/file/d/1VRP1vjmG-FHznY60NbAqFDYLX2z0ZNz-/view?usp=share_link,1,1,0,1,0,,,,,,1,0,0,,,,,,,,,,,,
Ayer,Tammy,,Yakima Herald Republic,2025,Video created by Yakama woman is a 'call to action' on crisis of missing and murdered Indigenous women,"Yakima, Yakima County, WA","Yakama Reservation, Yakima County, WA, Umatilla Reservation, OR, Washington State ",Access World News,4-Jan-25,N/A,Newspaper,https://drive.google.com/file/d/1u5LVKHLeD-Sx6aXYbTNs2jUC_C5mZkRb/view?usp=share_link,1,1,1,1,0,,,,,,1,1,1,,,,,,,,,,,,
Ayer,Tammy,,Yakima Herald Republic ,2024,Wapato runner Ryan Vasquez reacher fourth Native American reservation in the Northwest,"Yakima, Yakima County, WA","Yakama Reservation, Yakima County, WA, Umatilla Reservation, OR, Washington State, Oregon ",Access World News,31-Dec-24,N/A,Newspaper,https://drive.google.com/file/d/1--2qZmSdkK_qTJC2Fr7TKgJEUtPiUorU/view?usp=share_link,1,1,1,1,0,,,,,,1,1,0,,,,,,,,,,,,
Ayer,Tammy,,Yakima Herald Republic,2024,Five of seven men indicted in connection with Rosenda Strong's murder have pleaded guilty ,"Yakima, Yakima County, WA","Yakama Reservation, Yakima County, WA",Access World News,7-Dec-24,N/A,Newspaper,https://drive.google.com/file/d/15jiHoydlmXxDRlRICmdFFrnQIUkmFwhX/view?usp=share_link,1,1,1,1,1,,,,,,1,1,1,,,,,,,,,,,,
Ayer ,Tammy,,Yakima Herald Republic ,2024,More support for families in place tp address crisis of missing and murdered Indigenous people in WA,"Yakima, Yakima County, WA","Toppenish, Yakima County, WA, King County, WA, Washington State ",Access World News,19-Nov-24,N/A,Newspaper,https://drive.google.com/file/d/1tDV13QUnUy-6RpfC7MLWthnxzcRvHknM/view?usp=share_link,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
Ayer,Tammy,,Yakima Herald Republic ,2024,"In Indian Country, 'it's so important that we work together' to address domestic violence, prosecutor says","Yakima, Yakima County, WA","Yakima, Yakima County, WA, Washington State, National ",Access World News,17-Nov-24,N/A,Newspaper,https://drive.google.com/file/d/1uCBIs1TskwBTRdmNy_40JRaPI94tHWrA/view?usp=share_link,1,1,0,1,1,,,,,,1,0,0,,,,,,,,,,,,
